"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"1"," "," "," "," "," ","Unadjusted"," "," "," "," ","Adjusted"," "," "," "," "
"2"," "," "," "," "," ","Predicted Outcome at 25th Percentile","Predicted Outcome at 75th Percentile","Coefficient (95% CI)","P-value","FDR adjusted P-value","Predicted Outcome at 25th Percentile","Predicted Outcome at 75th Percentile","Coefficient (95% CI)","P-value","FDR adjusted P-value"
"3","Ln Pro-inflammatory cytokines/IL-10","LAZ Year 2","520","0.96","1.55","-1.32","-1.33","-0.01 (-0.09, 0.07)","0.79","0.97","-1.55","-1.57","-0.01 (-0.06, 0.03)","0.53","0.81"
"4","","WAZ Year 2","522","0.96","1.55","-1.45","-1.5","-0.05 (-0.12, 0.03)","0.21","0.7","-1.54","-1.56","-0.02 (-0.12, 0.09)","0.75","0.93"
"5","","WLZ Year 2","520","0.96","1.55","-0.97","-1.04","-0.06 (-0.13, 0.01)","0.09","0.41","-1.14","-1.18","-0.04 (-0.09, 0)","0.08","0.58"
"6","","HCZ Year 2","520","0.96","1.55","-1.81","-1.8","0.01 (-0.07, 0.08)","0.87","0.99","-1.97","-2.02","-0.05 (-0.12, 0.02)","0.15","0.58"
"7","","","","","","","","","","","","","","",""
"8","Ln IL-2/IL-10","LAZ Year 2","515","-3.21","-1.93","-1.32","-1.33","-0.01 (-0.09, 0.08)","0.89","0.99","-1.52","-1.53","-0.01 (-0.05, 0.04)","0.83","0.93"
"9","","WAZ Year 2","517","-3.2","-1.92","-1.46","-1.49","-0.02 (-0.11, 0.06)","0.62","0.97","-1.6","-1.61","-0.01 (-0.05, 0.03)","0.48","0.79"
"10","","WLZ Year 2","515","-3.21","-1.93","-0.99","-1.02","-0.03 (-0.11, 0.05)","0.48","0.97","-1.18","-1.19","-0.01 (-0.19, 0.17)","0.92","0.93"
"11","","HCZ Year 2","515","-3.21","-1.93","-1.79","-1.79","0 (0, 0)","1","1","-2","-1.92","0.09 (-0.04, 0.21)","0.18","0.58"
"12","","","","","","","","","","","","","","",""
"13","Ln GM-CSF/IL-10","LAZ Year 2","523","1.17","2.35","-1.29","-1.44","-0.16 (-0.41, 0.1)","0.24","0.71","-1.54","-1.5","0.04 (-0.02, 0.09)","0.17","0.58"
"14","","WAZ Year 2","525","1.17","2.34","-1.48","-1.45","0.03 (-0.07, 0.12)","0.6","0.97","-1.63","-1.59","0.04 (-0.01, 0.08)","0.12","0.58"
"15","","WLZ Year 2","523","1.17","2.35","-1.02","-0.99","0.03 (-0.06, 0.12)","0.57","0.97","-1.17","-1.16","0.01 (-0.05, 0.07)","0.82","0.93"
"16","","HCZ Year 2","523","1.17","2.35","-1.86","-1.74","0.12 (0.03, 0.21)","0.01","0.15","-2.01","-1.98","0.03 (-0.03, 0.1)","0.29","0.61"
"17","","","","","","","","","","","","","","",""
"18","Ln Th1/IL-10","LAZ Year 2","522","0.86","1.35","-1.31","-1.33","-0.03 (-0.1, 0.05)","0.49","0.97","-1.53","-1.54","-0.01 (-0.05, 0.03)","0.61","0.89"
"19","","WAZ Year 2","524","0.86","1.35","-1.44","-1.5","-0.06 (-0.13, 0.01)","0.1","0.41","-1.58","-1.61","-0.03 (-0.06, 0.01)","0.14","0.58"
"20","","WLZ Year 2","522","0.86","1.35","-0.97","-1.04","-0.06 (-0.13, 0)","0.06","0.33","-1.14","-1.17","-0.03 (-0.08, 0.01)","0.16","0.58"
"21","","HCZ Year 2","522","0.86","1.35","-1.8","-1.8","0.01 (-0.06, 0.08)","0.87","0.99","-2.01","-1.99","0.02 (-0.02, 0.06)","0.27","0.61"
"22","","","","","","","","","","","","","","",""
