"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"1"," "," "," "," "," ","Unadjusted"," "," "," "," ","Adjusted"," "," "," "," "
"2"," "," "," "," "," ","Predicted Outcome at 25th Percentile","Predicted Outcome at 75th Percentile","Coefficient (95% CI)","P-value","FDR adjusted P-value","Predicted Outcome at 25th Percentile","Predicted Outcome at 75th Percentile","Coefficient (95% CI)","P-value","FDR adjusted P-value"
"3","Ln Pro-inflammatory cytokines/IL-10","Change in LAZ Year 1 to Year 2","520","0.96","1.55","-0.03","-0.03","-0.01 (-0.05, 0.04)","0.8","0.98","-0.2","-0.2","-0.01 (-0.05, 0.04)","0.82","0.99"
"4","","Change in WAZ Year 1 to Year 2","522","0.96","1.55","-0.16","-0.22","-0.06 (-0.19, 0.07)","0.38","0.98","-0.27","-0.32","-0.04 (-0.11, 0.03)","0.22","0.71"
"5","","Change in WLZ Year 1 to Year 2","520","0.96","1.55","-0.2","-0.22","-0.03 (-0.18, 0.12)","0.72","0.98","0","-0.02","-0.02 (-0.17, 0.13)","0.83","0.99"
"6","","Change in HCZ Year 1 to Year 2","518","0.97","1.56","-0.01","-0.04","-0.03 (-0.1, 0.05)","0.5","0.98","-0.13","-0.19","-0.06 (-0.14, 0.03)","0.19","0.71"
"7","","","","","","","","","","","","","","",""
"8","Ln IL-2/IL-10","Change in LAZ Year 1 to Year 2","515","-3.21","-1.93","-0.02","-0.04","-0.01 (-0.06, 0.03)","0.58","0.98","-0.18","-0.2","-0.02 (-0.07, 0.03)","0.49","0.99"
"9","","Change in WAZ Year 1 to Year 2","517","-3.2","-1.92","-0.25","-0.26","-0.01 (-0.06, 0.03)","0.57","0.98","-0.31","-0.32","-0.02 (-0.06, 0.03)","0.48","0.99"
"10","","Change in WLZ Year 1 to Year 2","515","-3.21","-1.93","-0.27","-0.28","-0.01 (-0.07, 0.05)","0.73","0.98","-0.11","-0.13","-0.02 (-0.09, 0.04)","0.49","0.99"
"11","","Change in HCZ Year 1 to Year 2","513","-3.2","-1.92","-0.05","0.1","0.14 (0, 0.29)","0.05","0.42","-0.22","-0.14","0.08 (-0.06, 0.22)","0.25","0.71"
"12","","","","","","","","","","","","","","",""
"13","Ln GM-CSF/IL-10","Change in LAZ Year 1 to Year 2","523","1.17","2.35","-0.05","0.01","0.06 (0.01, 0.11)","0.01","0.3","-0.22","-0.17","0.06 (0.01, 0.11)","0.02","0.55"
"14","","Change in WAZ Year 1 to Year 2","525","1.17","2.34","-0.28","-0.23","0.05 (0, 0.1)","0.05","0.42","-0.33","-0.31","0.03 (-0.02, 0.08)","0.31","0.74"
"15","","Change in WLZ Year 1 to Year 2","523","1.17","2.35","-0.31","-0.17","0.14 (-0.03, 0.31)","0.11","0.58","-0.13","-0.04","0.1 (-0.07, 0.26)","0.27","0.71"
"16","","Change in HCZ Year 1 to Year 2","521","1.18","2.36","0","-0.02","-0.02 (-0.14, 0.11)","0.81","0.98","-0.17","-0.16","0 (-0.07, 0.08)","0.94","0.99"
"17","","","","","","","","","","","","","","",""
"18","Ln Th1/IL-10","Change in LAZ Year 1 to Year 2","522","0.86","1.35","-0.04","-0.02","0.01 (-0.03, 0.06)","0.48","0.98","-0.19","-0.19","0 (-0.04, 0.04)","0.92","0.99"
"19","","Change in WAZ Year 1 to Year 2","524","0.86","1.35","-0.24","-0.27","-0.02 (-0.08, 0.03)","0.42","0.98","-0.31","-0.32","-0.01 (-0.05, 0.03)","0.61","0.99"
